id	category	ask
1062	traffic	我刚预定了你们的酒店两间，你们那到万达广场步走几分钟
1063	traffic	我定的酒店离301医院远吗
1064	traffic	想咨询下厦门北站到你们酒店做什么车方便到
1065	traffic	我一点半到阜阳火车站，你们酒店到火车站多远？
1066	traffic	机场到我定的酒店坐地铁怎么坐
1067	traffic	我刚订的房是不是在火车站边上啊
1068	traffic	我在上浦东机场下飞机，从哪区乘坐车到你们酒店
1069	traffic	从厦门车站到您那里的路线可以详细介绍下吗
1070	traffic	机场到酒店需要多久
1071	traffic	您这酒店离深圳万象城远吗
1072	traffic	我刚订的房间离虹口体育场近吗
1073	traffic	酒店离哪個地铁口近些
1074	traffic	我刚订了房间，那离苏大北校区有多远？
1075	traffic	我定的酒店从世纪公园地铁站那个口出
1076	traffic	我早上订的房间，现在下飞机了，5号线机场巴士终点站下离酒店近吗？
1077	traffic	刚才的订单是不是离省人民医院比较近？
1078	traffic	我想咨询我订的酒店离高铁虹桥站近吗？
1079	traffic	在广州南站哪个出口离广州南站皇冠商务酒店比较近呢？
1080	traffic	我想预订，但是得先弄清楚距离机场得多久
1081	traffic	在你们酒店入住，去鼓浪屿方便吗？
1082	traffic	我坐地铁到哪个站下近一点
1083	traffic	酒店到华西医院要多久？
1084	traffic	从酒店走到新余学院要多久
1085	traffic	酒店到机场是多少公里
1086	traffic	离宾馆最近的汽车站牌是什么站
1087	traffic	这里南昌西打车需要几分钟就可以吗
1088	traffic	酒店到公益中学步行要多少时间
1089	traffic	酒店到T2需要多久
1090	traffic	贵酒店去隋唐遗址公园坐几路公交
1091	traffic	酒店附近的地铁站是什么站
1092	traffic	地铁一号线在哪里下可以去我订的酒店
1093	traffic	所订酒店离西安北站有多远？
1094	traffic	我定的如家酒店离火车南站多远
1095	traffic	酒店到机场的距离？
1096	traffic	我拍的单离大红门商城有多远
1097	traffic	酒店到景区的距离？
1098	traffic	酒店离普陀山远吗？
1099	traffic	酒店到周庄的距离
1100	traffic	酒店是在景区内吗
1101	traffic	步行去西湖大概几分钟
1102	traffic	住这里去天安门方便吗
1103	traffic	酒店到故宫方便吗？
1104	traffic	酒店到鼓浪屿多久
1105	traffic	我住的地方到珠海长隆海洋王国车程需多久
1106	traffic	这别墅是不是不在景区里面的呢？
1107	traffic	在承德站到你酒店打车多少钱，
1108	traffic	酒店距离天路有多少公里？
1109	traffic	我从上海坐船到溗泗码头，有什么车可以去你们那里
1110	traffic	这个酒店在鼓浪屿岛上吗？
1111	traffic	酒店离大理古城有多远
1112	traffic	下酒店离武陵源景区有多远?
1113	traffic	这个地方距离迪斯尼多远
1114	traffic	你这个酒店离黄山多远。
1115	traffic	是否和西湖风景区近啊
1116	traffic	酒店是否在鸭绿江边上
1117	traffic	酒店这里离景区有多远
1118	traffic	这个酒店离海边多远？
1119	traffic	一下酒店距离山顶多远
1120	traffic	你们家的是不是到七星岩方便嘛？
1121	traffic	酒店离口岸多远？
1122	traffic	你们店离海滩远吗
1123	traffic	不知道你们这个店离凯蒂猫乐园多远？
1124	traffic	离天字码头多远，从酒店过去的
1125	traffic	酒店到欢乐谷有多少路程？
1126	traffic	到灵山大佛开车多少时间？
1127	traffic	你们是景区里面还是外面
1128	traffic	到迪士尼需要多久？怎么坐地铁
1129	traffic	你们酒店到庐山风景区有远
1130	traffic	住的地方是在景区里面吗？
1131	traffic	你们酒店到景区多少公里
1132	traffic	这家店 离口岸多远？
1133	traffic	到迪士尼乐园要几分钟
1134	traffic	从迪斯尼过来酒店该怎么走？
1135	traffic	迪斯尼过来酒店远嘛？
1136	traffic	我先 酒店去景区方便吗？
1137	traffic	酒店到海边步行多长时间
1138	traffic	从酒店去崂山风景区交通方便吗？
1139	traffic	酒店到八达岭野生动物园多长时间
1140	traffic	这个店是在海螺沟景区内吗？
1141	traffic	你的酒店离鼓浪屿近吗？出游是否方便？
1142	traffic	酒店到海边步行就可以去
1143	traffic	我去欢乐谷要几分钟的车程
1144	traffic	从你们酒店到星海公园要多久？
1145	traffic	酒店到红海湾要多长时间？
1146	traffic	酒店靠近沈家门码头吗
1147	traffic	三和酒店到清华大学坐车方便吗
1148	traffic	酒店去泰山景区，怎么走
1149	traffic	酒店到拈花湾多久路程
1150	traffic	酒店去庐山风景区方便吗
1151	traffic	这个酒店到苏州糖果乐园步行要多久
1152	traffic	酒店到长隆野生动物园需要多久
1153	traffic	这个酒店靠近嘻戏谷吗
1154	traffic	景区到酒店我公车吗
1155	traffic	从杭州东站到你的酒店，有多少路程
1156	traffic	南京路步行街到酒店要多久？
1157	traffic	你们酒店到张家界国家森林公园有直达车吗
1158	traffic	酒店去武汉国际展览馆要多久？
1159	traffic	下这离方特乐园多远
1160	traffic	这个是在上海南站附近吗？我火车到达的是上海南站
1161	traffic	酒店在机场边吗？
1162	traffic	客栈是在泰安站附近吗？
1163	traffic	从火车站到您那多长时间，步行
1164	traffic	我在苏州火车站怎么走
1165	traffic	酒店距离火车站、高铁站多远？
1166	traffic	在梧州南站过去大概要多久呢
1167	traffic	距离西安火车站有多远
1168	traffic	你们离包头东站有多远
1169	traffic	距离火车站多远
1170	traffic	离杭州东远吗
1171	traffic	你家房间离火车站有几公里?
1172	traffic	离长途车站多远
1173	traffic	我从厦门火车站怎么过来？
1174	traffic	火车站到你家怎么走
1175	traffic	你那边酒店离北站有多远
1176	traffic	离龙门高铁站有多远？
1177	traffic	这酒店离太原南站多远
1178	traffic	这家酒店离丹东客运站远吗
1179	traffic	离琅东汽车站多远
1180	traffic	虹桥火车站下车怎么到该酒店
1181	traffic	南京火车站怎么去酒店
1182	traffic	我在烟台火车站下车怎么去你那边
1183	traffic	汽车站下来怎么到你们店
1184	traffic	杭州东坐什么车去酒店
1185	traffic	离上海南站远吗？我们座汽车到南站下
1186	traffic	从昆明南站怎么去你们酒店
1187	traffic	你酒店回上海，乘火车如何走，方便。
1188	traffic	去北京西打车约多少钱
1189	traffic	我从上海高铁下怎么去你们酒店
1190	traffic	我从西站怎么坐车去你们店？
1191	traffic	青岛北站出站怎么去咱酒店，走路要多久
1192	traffic	就是从火车站到住的地方远不，打的大概要多久
1193	traffic	我想知道离高铁站远不远
1194	traffic	景德镇汽车站下车到酒店怎么坐车
1195	traffic	从城西客运站到酒店，坐地铁怎么走
1196	traffic	你们那到龙头寺汽车站有好远
1197	traffic	这个酒店从焦作火车站过来需要多久
1198	traffic	汉庭酒店离开火车站远么？
1199	traffic	离上海虹桥火车站多远
1200	traffic	我预定了创业大酒店，从虹桥火车站怎样乘车去？
1201	traffic	从大连站出发到这个酒店咋坐车
1202	traffic	你们那从火车站怎么走？
1203	traffic	火车井冈山站下车怎么乘车到店
1204	traffic	从南昌站火车站去酒店远么？
1205	traffic	你们店距北站多少路程
1206	traffic	酒店离龙门高铁站多远
1207	traffic	你们酒店到昆明南远不远？坐动车
1208	traffic	动车接送需要我们提前多久联系贵店？
1209	traffic	从罗湖火车站怎么坐车去酒店？
1210	traffic	酒店距离郑州信息时代广场远不？
1211	traffic	酒店距国际会展中多远
1212	traffic	离上海展览中心多远
1213	traffic	奥体中心到酒店需要多长时间？
1214	traffic	距离服装批发市场有多远
1215	traffic	酒店距离体育中心多远？
1216	traffic	贵酒店到美领馆距离
1217	traffic	酒店离会展中心多远
1218	traffic	酒店到市区方便吗？
1219	traffic	离盛泽医院多远
1220	traffic	中医院离你们酒店多运
1221	traffic	下宾馆到中国医学科学院东院有多少公里
1222	traffic	打的到机场有多久
1223	traffic	过去机场有多远
1224	traffic	机场到酒店的公共交通？
1225	traffic	这里到机场要多久
1226	traffic	这家酒店是不是直接在机场旁
1227	traffic	机场到宾馆打出租多少钱
1228	traffic	距离T3航站楼有多远？
1229	traffic	从T3航站楼有什么车能到你们酒店
1230	traffic	酒店交通方便不方便
1231	traffic	从T3航站楼到你们酒店有什么交通方式
1232	traffic	酒店离白云机场多远
1233	traffic	从机场怎么过来
1234	traffic	机场去你们酒店多久
1235	traffic	高崎机场到这个宾馆要多久
1236	traffic	酒店到机场需要多少分钟
1237	traffic	这个店离机场大巴站点多远？
1238	traffic	酒店到长水机场打的要多久
1239	traffic	到南航步行大约多长时间
1240	traffic	虹桥机场到酒店怎么坐车
1241	traffic	机场到友谊酒店怎么走方便
1242	traffic	上海浦东T2 到你们酒店 怎么去
1243	traffic	酒店去机场多少公里
1244	traffic	问您的店走到萧山机场要多长时间
1245	traffic	离宁国路地铁站有多远
1246	traffic	我看的这家酒店附近有没有地铁？
1247	traffic	我想咨询一下这个店离地铁站远吗
1248	traffic	你们这里离重庆大学远吗
1249	traffic	酒店离育才小学有多远？
1250	traffic	咱们酒店到武昌职业学院远不远
1251	traffic	去山东财经大学乘车方便吗？
1252	traffic	这里离西京学院有多远？
1253	traffic	这个酒店离西安文理学院有多远？
1254	traffic	这家酒店距西安外国语大学长安校区有多远？
1255	traffic	贵店离职业技术学院有多远
1256	traffic	酒店是在省实验中学斜对面吗
1257	traffic	你们这边离湖南科大还有多少距离
1258	traffic	酒店离湖南大学有多远？
1259	traffic	我这里到酒店要多久
1260	traffic	我们在南海观音这边，有没有车子到酒店
1261	traffic	这个地方离301医院有多远？
1262	traffic	已有订单如何查询酒店路线
1263	traffic	你们家酒店步行到新区体育场要多久？
1264	traffic	还未预订想知道酒店路线
1265	traffic	浦东机场到你哪里还有多远？
1266	traffic	北京西高铁站和我定的维斯特酒店有多远
1267	traffic	你们距离高铁站有多远？
1268	traffic	离市中心多少公里？
1269	traffic	离宽窄巷子多远
1270	traffic	酒店离同济医院不远，那走路要几分钟可以到同济医院
1271	traffic	你的酒店离太远南站有多远？
1272	traffic	你的酒店离广州体育馆大概多远、
1273	traffic	这个酒店距离山东大学的兴隆山校区有多远
1274	traffic	酒店离西安理工大学曲江校区多远
1275	traffic	从火车站到客栈打车多久
1276	traffic	从火车站到酒店要多长时间
1277	traffic	酒店地址离长春工业大学多远啊？
1278	traffic	酒店离东北林业大学有多远
1279	traffic	你们酒店距离夫子庙步行街有多少距离?
1280	traffic	我现在从厦门火车站打的过来，大概多少公里
1281	traffic	距离石家庄学院南校区步行多长时间
1282	traffic	酒店离哈师大江北校区大概多远的路程
1283	traffic	这边我看了下离故宫，天坛和北京南站坐地铁都需要1个半小时左右的地铁是吧？
1284	traffic	在文殊院下地铁后有公交站可以坐车到酒店吗
1285	traffic	在江泰路地铁站哪个出口？
1286	traffic	在奥克斯广场二号门那个位置
1287	traffic	坐公交车可以坐几路
1288	traffic	酒店离地铁近不近
1289	traffic	咋家的房 离电子职业技术学院多远
1290	traffic	咱们旁边就是内蒙古师范大学吧
1291	traffic	宾馆离禄口机场有多远
1292	traffic	这酒店比和田市第三小学距离多少？
1293	traffic	此酒店离海洋大学海宾校区有多远？
1294	traffic	这个酒店离乐天免税店近么
1295	traffic	:本酒店离11号地铁路程有多远?
1296	traffic	宾馆到广州城建职业学院有多远
1297	traffic	这个酒店位置和成都体育学院有多远？
1298	traffic	这个酒店离万达广场远不远
1299	traffic	这个离上海航空酒店有多少距离
1300	traffic	这个离湘南学院很近是吧
1301	traffic	下火车后坐地铁几号线去公寓
1302	traffic	坐地铁去酒店什么路线
1303	traffic	酒店到琶洲会展中心开车要多久时间？
1304	traffic	这个离城隍庙多远
1305	traffic	这个酒店离长安大学研究生院有多远？
1306	traffic	这个酒店离华夏城远吗
1307	traffic	这里与西安欧亚学院有多远
1308	traffic	从上海虹桥火车站坐地铁几号线可以到酒店
1309	traffic	离兴国中学有多远，方便坐车过去吗
1310	traffic	你们酒店距离华西有多远，步行大概走多少时间
1311	traffic	这个酒店离乌保塔机场近吗
1312	traffic	星港酒店距离金融中心多远？
1313	traffic	帮我查下从上海虹桥高铁站到上海保安大酒店打的需要多久
1314	traffic	你们的酒店离西咸大厦多远
1315	traffic	你们酒店离花溪校区大学城贵州师范大学有多远?
1316	traffic	你们在什么位置离我远吗？
1317	traffic	这里离音乐考试点有多远？
1318	traffic	从火车站到你家宾馆多远 需要坐车么
1319	traffic	你们店距离廊坊师范学院多少米
1320	traffic	你们酒店距离商贸城1号有多远
1321	traffic	我你们店离川香阁多远？
1322	traffic	这个地方交通怎么样
1323	traffic	离宁学院大概多久的车程
1324	traffic	离公共汽车站远吗
1325	traffic	这个酒店离黄龙体育中心有多远呢？
1326	traffic	离合肥财经职业学院远吗
1327	traffic	离光武市场多远
1328	traffic	我订的酒店距离成都双流国际机场有多远
1329	traffic	离宁波汽车中心站多远
1330	traffic	离北京工业大学远么
1331	traffic	咱们这个地方到协和医院大概多长时间？
1332	traffic	酒店离松林公园有多远
1333	traffic	你们距离金茂凯悦有多远啊
1334	traffic	我从金莎机场怎样去迎海酒店方便
1335	traffic	我想咨询一下，你这边到地铁11号线有多远
1336	traffic	到地铁11号线有多远
1337	traffic	你们。酒店到虹桥火车站有地铁吗？有多远？
1338	traffic	这家酒店离夫子庙近不？
1339	traffic	该酒店离机场有多远
1340	traffic	洒店去樱花峪有多远
1341	traffic	距离喜来登酒店有多远
1342	traffic	酒店离海边大概多远
1343	traffic	一会我下火车可以直接去吗
1344	traffic	酒店附近的路节假日会不会限行
1345	traffic	酒店怎么过去机场
1346	traffic	酒店可以怎么去长白山呢
1347	traffic	去长白山酒店附近会有交通工具吗
1348	traffic	到浦东机场多长时间
1349	traffic	附近是否有地铁站
1350	traffic	机场怎么过去
1351	traffic	从文化宫到你那里要多久呀
1352	traffic	从白云机场打车到酒店车费大概多少钱？
1353	traffic	想问下，大连莉湾精选海景公寓附近有地铁吗
1354	traffic	咱们那里离机场近吗
1355	traffic	请问公寓具体怎么走啊？
1356	traffic	上海虹桥，到你们酒店，
1357	traffic	怎样换乘车
1358	traffic	我在北京哪个站台下车离你那近
1359	traffic	在罗湖地铁站哪个出口
1360	traffic	乘2号线地铁来酒店在哪个站下？
1361	traffic	我想问下广州南到酒店坐几号线地铁哪个站下
1362	traffic	坐111从哪下车
1363	traffic	请问合肥站去您那里坐几路公交车？
1364	traffic	请问酒店是在温泉旁边吗？
1365	traffic	位置在古城里吗
1366	traffic	请问毕节市实验高中是不是就在酒店附近
1367	traffic	我想问你们酒店到虹桥T2机场要多久时间，早上能赶上7点的飞机吗？
1368	traffic	但我们酒店到哪个地铁站比较近
1369	traffic	请问我是7号晚上7点30分到石林西站，到你那远吗？
1370	traffic	附近交通方便嘛？
1371	traffic	机场到成都星辰酒店路线
1372	traffic	请问距离丽影广场怎样过去呢
1373	traffic	你好 请问从这里到常德市教育局步行要多久
1374	traffic	亲，你们到北站多少时间
1375	traffic	是否在金轮大厦附近?
1376	traffic	你那里能查到徐州飞机场有多远？
1377	traffic	离客运站很近对吗
1378	traffic	离南昌西站需要多久？
1379	traffic	我订的房间离九华山风景区不远吧？
1380	traffic	距离鲁南眼科医院多远
1381	environment	酒店卫生情况
1382	environment	酒店卫生怎么样
1383	environment	你们酒店环境怎么样
1384	environment	环境如何
1385	environment	酒店安全吗？
1386	environment	安全怎么样
1387	environment	家庭公寓床单被罩干净不
1388	environment	这个酒店安全可以吗
1389	environment	这里定酒店安全吗
1390	environment	想这房子安静吗
1391	environment	安保严格吗
1392	environment	酒店是否存在异味
1393	environment	住三天，带的行李的东西放宾馆里安全吗
1394	environment	确保房间卫生
1395	environment	希望房间干净一些
1396	environment	本店附近环境如何
1397	environment	酒店没有打扫卫生吗
1398	environment	我想了解酒店卫生情况
1399	environment	酒店环境和图片一样吗
1400	environment	房间里卫生怎么样
1401	environment	请问环境怎么样？
1402	environment	房间会干净吗？空气会流通吗
1403	environment	环境怎么样
1404	environment	酒店卫生问题
1405	environment	请问酒店卫生怎么样
1406	environment	房间干净吗
1407	environment	公寓安全可靠吗
1408	environment	环境如何
1409	environment	你们酒店安全吗？
1410	environment	你那个酒店环境好吗
1411	environment	环境怎么样
1412	environment	我想了解一下咱们这宾馆住宿环境怎么样
1413	environment	这个环境如何
1414	environment	这个旅馆安全吧
1415	environment	旅馆有安全保障吗
1416	environment	酒店安全吗
1417	environment	酒店卫生
1418	environment	请问这个旅馆环境怎么样
1419	environment	酒店安全有保障吗
1420	environment	酒店卫生很好？
1421	environment	环境咋样呢
1422	environment	安全措施怎么样
1423	environment	房间干净吗
1424	environment	环境怎么样
1425	environment	房间干净吗
1426	environment	请问此酒店干净卫生吗
1427	environment	宾馆有安全措施吗？
1428	environment	轩禾酒店的卫生如何
1429	environment	房间干净吗？
1430	environment	酒店环境干净吗
1431	environment	是否安全
1432	environment	酒店是否安全?
1433	environment	酒店卫生可以么
1434	environment	环境怎么样
1435	environment	这个宾馆是否安全啊
1436	environment	这个酒店卫生干净不
1437	environment	酒店安全吗
1438	environment	酒店卫生可以保障吗？
1439	environment	酒店的卫生环境怎么样
1440	environment	酒店安全问题
1441	environment	这个酒店安全的吧
1442	environment	亲，您好，环境设施怎么样？
1443	environment	安全怎么保证
1444	environment	宾馆环境怎么样
1445	environment	这个安全吗
1446	environment	酒店安全有保障吗
1447	environment	入住这个酒店是否安全
1448	environment	房间干净吗
1449	environment	你好宾馆环境怎么样
1450	environment	那里环境如何
1451	environment	你们酒店卫生怎么样
1452	environment	酒店安全吗
1453	environment	请问，房间卫生如何？
1454	environment	亲，酒店管理环境如何
1455	environment	不知道这间酒店安不安全
1456	environment	酒店环境好不
1457	environment	酒店安全咋样
1458	environment	酒店安全吗
1459	environment	周边环境如何
1460	environment	酒店干净嘛
1461	environment	聚祥宾馆环境好么
1462	environment	酒店卫生这些可以的吧
1463	environment	如何查看订阅酒店环境
1464	environment	房间里干净吗？
1465	environment	这家宾馆卫生如何
1466	environment	请问环境是怎样的？
1467	environment	安全不
1468	environment	酒店安全性高吗？
1469	environment	酒店环境好嘛
1470	environment	房间里卫生怎么样
1471	environment	酒店干净不
1472	environment	你好！酒店卫生干净吗？
1473	environment	房间干净吗
1474	environment	客房是否干净？
1475	environment	没有异味吧
1476	environment	酒店环境好么
1477	environment	安全怎么保证呢
1478	environment	酒店卫生吗
1479	environment	安不安全
1480	environment	酒店卫生怎么样
1481	environment	酒店干净吗？
1482	environment	酒店环境
1483	environment	我想问公寓卫生条件怎么样？设施新旧情况如何
1484	environment	也不知道安不安全
1485	environment	酒店环境如何
1486	environment	你们房间干净吗
1487	environment	酒店卫生好吗
1488	environment	保证安全吗？
1489	environment	这个酒店安全吗
1490	environment	东府宾馆环境卫生怎么样
1491	environment	酒店安全是否合格
1492	environment	酒店卫生好吗，环境怎么样
1493	environment	保证安全吗
1494	environment	你好宾馆环境怎么样
1495	environment	环境怎么样？
1496	environment	你们这个安不安全的
1497	environment	请问房间卫生咋样
1498	environment	你们酒店安全吧
1499	environment	酒店安全情况怎么样？
1500	environment	这个酒店卫生咋样
1501	environment	这个酒店安全可靠吗
1502	environment	环境好不好
1503	environment	安全方面？
1504	environment	就一间了，干净吗
1505	environment	房间卫生问题
1506	environment	酒店是否可以保证人身安全
1507	environment	酒店是否安全
1508	environment	你们酒店卫生环境如何？
1509	environment	我定的酒店安全吗？
1510	environment	酒店卫生保证么
1511	environment	环境怎么样呢
1512	environment	里边环境怎么样
1513	environment	这里环境怎么样
1514	environment	酒店卫生咋样
1515	environment	请问，环境怎么样？
1516	environment	酒店里面的环境怎么样？
1517	environment	你们酒店的房间环境怎么样
1518	environment	我想问一下酒店环境如何
1519	environment	宾馆的环境
1520	environment	这个环境怎么样
1521	environment	请问里面环境如何
1522	environment	房间干净整洁吗？
1523	environment	房间卫生问题
1524	environment	住的地方安全吗？
1525	environment	你们那里安不安全
1526	environment	房间卫生怎么样
1527	environment	房间卫生如何
1528	environment	我想知道这环境如何
1529	environment	房间干净吗？
1530	environment	你的环境怎么样
1531	environment	你们酒店环境怎么样
1532	environment	酒店干净吗
1533	environment	卫生如何
1534	environment	你们酒店安全吗？
1535	environment	酒店如何保证安全
1536	environment	那里的环境怎样
1537	environment	你们这酒店卫生怎么样
1538	environment	房间卫生好吗
1539	environment	周围环境怎么样
1540	environment	你好，你们酒店正规吗？有没有安全保证
1541	environment	酒店卫生吗
1542	environment	这个酒店安全不
1543	environment	酒店卫生如何
1544	environment	请问酒店干净卫生吗
1545	environment	乌镇旅店 安全性好吗
1546	environment	请问酒店环境如何
1547	environment	安不安全
1548	environment	你好，请问咱们酒店住宿环境怎么样？
1549	environment	房间卫生好吗
1550	environment	这个酒店卫生环境怎么样
1551	environment	酒店安全怎样
1552	environment	酒店有安全保证吗
1553	environment	酒店是否存在安全问题
1554	environment	请问酒店环境如何啊？
1555	environment	酒店卫生设施好吗
1556	environment	请问酒店的环境怎么样啊
1557	environment	问下酒店房间环境
1558	environment	不知道酒店干净不
1559	environment	能了解一下酒店环境吗
1560	environment	你酒店是否安全
1561	environment	酒店卫生咋样
1562	environment	酒店环境好吗
1563	environment	酒店的房间干净整洁吗
1564	environment	酒店卫生条件是否还行。
1565	environment	酒店房间怎么样？干净吗？？
1566	environment	你们酒店卫生不怎么样
1567	environment	酒店环境有问题吗
1568	environment	酒店卫生差吗
1569	environment	酒店环境是不是很好
1570	environment	酒店房间干净卫生吗
1571	environment	房间里干不干净
1572	environment	酒店有没有安全系统
1573	environment	入住酒店会不会不安全
1574	environment	会不会到店后酒店卫生不好
1575	environment	酒店卫生行不行
1576	environment	酒店周边环境怎么样
1577	environment	酒店房间安静吗
1578	environment	酒店安全设施过关吗
1579	environment	入住酒店能保证安全吗
1580	pickup	我明天晚上11点多到机场，你们能不能来接？
1581	pickup	酒店能到机场接我们吗？
1582	pickup	酒店管送到机场吗？
1583	pickup	提供接机吗
1584	pickup	预订的酒店有提供接机服务吗？
1585	pickup	飞机可以联系你们接我到酒店对吗
1586	pickup	我们从机场下飞机 你们有接机的吗？
1587	pickup	我想住三亚荷泰海景酒店，住6天，是否有专车接送
1588	pickup	想问是否能够接机
1589	pickup	连住四晚有免费接机服务吗？
1590	pickup	可以来机场接我吗
1591	pickup	入住厦门万佳东方酒店可以免费接机吗？
1592	pickup	酒店接机服务具体是怎样的，需要我们自己联系吗？
1593	pickup	我预定你们宾馆 你们负责接机吗
1594	pickup	能不能帮我查一下我的酒店有没有机场免费班车
1595	pickup	酒店介绍里没写免费机场班车的，就肯定没有这个服务是吧
1596	pickup	从深圳蛇口希尔顿有去机场的免费班车吗
1597	pickup	它可以晚上来接机的吗它有这个服务的吗
1598	pickup	六六连锁酒店朋源洒店是否有免费接机服务？
1599	pickup	该酒店提供送机服务吗
1600	hoteltel	我预定了莫斯科酒店，但是没有联系方式，我想安排加场接送
1601	pickup	澳门威尼斯酒扂有无免费车到机场住一晚房间
1602	pickup	我还是不能查到是否有接送机服务。
1603	pickup	下这个酒店有没有免费接机？
1604	pickup	我定的漫云酒店有没有免费送机服务
1605	pickup	这家酒店可以免费接机吗
1606	pickup	酒店服务有接机吗
1607	pickup	我们今晚8点到平遥火车站，可以安排接站吗
1608	pickup	订的酒店是亚龙湾金茂希尔顿，是否有接机服务？
1609	pickup	九寨沟天堂洲际大饭店2晚纯客房，包含免费接机吗
1610	pickup	有车子接送吗，到机场的？
1611	pickup	我没法备注我的飞机航班还有时间 你们怎样才能接到我呢
1612	pickup	我订的酒店有没有专车服务？
1613	pickup	我们晚上八点半到是不是有人接？
1614	pickup	有没有接送机服务？
1615	pickup	酒店是提供免费接送服务的吗？
1616	pickup	酒店有没有接站服务
1617	pickup	老板会去汽车站接吗
1618	pickup	酒店在机场附近有接送吗
1619	pickup	问酒店接送机场吗
1620	pickup	接机服务收费吗？
1621	pickup	你们酒店是包接送的吧
1622	pickup	这个有专车接送的么
1623	pickup	你这有接车吗
1624	pickup	你们去机场免费接送吗
1625	pickup	我的飞机是15号晚上的，大约十二点半左右到，有接机的嘛
1626	pickup	预计8点半多到达南京南站，听说贵店有接送服务？
1627	pickup	我明天早上去机场可以提供方便吗？
1628	pickup	我订的酒店有接站吗？
1629	pickup	到时候到站你们怎么来接我们
1630	pickup	我凌晨到能请车接吗+？
1631	pickup	负责接机吗？
1632	pickup	这个没有酒店接机吗
1633	pickup	到了机场酒店有车吗
1634	pickup	刚定的包括接机?
1635	pickup	在机场附近住有接送服务吗
1636	pickup	住房明早包送机场吗
1637	pickup	一下他们酒店有没有专车到火车南站接人
1638	pickup	住三晚包接送机？
1639	pickup	在你们那里住不包含接送吗
1640	pickup	我已经预订了航瑞酒店今晚入住，我现在T3，你们有没有车接我回酒店
1641	pickup	钟点房是否机场接送？
1642	pickup	晚上是否提供机场去酒店的接送服务？
1643	pickup	九江火车站到酒店有车接吗？明早7点多
1644	pickup	我的订单是否包含接送
1645	pickup	我们共定4间房，有车到机场接送吗
1646	pickup	酒店晚上有没有车可以送去航站楼？
1647	pickup	我要到十一点半才到武汉，有没有人接？
1648	pickup	我定的酒店有司机接吗？
1649	pickup	酒店可以到广州南站来接的吗
1650	pickup	我周五晚十一点多坐动车到达西安北站，酒店有免费接车吗？
1651	pickup	刚才我订了房间问问看几点能过来接我
1652	pickup	我看接机服务在哪里看呢
1653	pickup	我订的酒店，想问问有没有接站服务
1654	pickup	定了房间，问有没有免费接送服务
1655	pickup	酒店负责接送客人吗？到达和离开都在T2
1656	pickup	这个定房间有专车接送吗
1657	pickup	我订的酒店是不是包酒店接送的哦？
1658	pickup	晚上贵店机场有车接客吗？费用多少？
1659	pickup	是否有专车接送
1660	pickup	我要晚点到，广州南站，酒店有车接吗？
1661	pickup	预订酒店是否有派车来接送入住
1662	pickup	这是提供接送服务的吗？
1663	pickup	我已经订了酒店，有没有接送
1664	pickup	接站吗？
1665	pickup	酒店有火车站接站服务吗
1666	pickup	下火车能接么
1667	pickup	我是第一次在你们那边入住，没有去过，你们可以到车站接我吗
1668	pickup	我们在泸沽湖客运站下车你们能去接吗
1669	pickup	可以到客运站接我们吗？
1670	pickup	可以接站吗 高铁
1671	pickup	你们酒店是不是有车在火车站接人
1672	pickup	是否能够接站
1673	pickup	有黄山北高铁站免费接送服务吗？
1674	pickup	入住大床房去高铁接人吗？
1675	pickup	能否从火车站接到酒店？
1676	pickup	火车站接站有固定时间吗
1677	pickup	有没有车站接送服务
1678	pickup	接站服务是什么
1679	pickup	有接站服务吗
1680	pickup	可以接吗，厦门北站
1681	pickup	这个可以市区市区接送吗
1682	pickup	在首都机场有接站的车吗
1683	pickup	明天到徐州东，是免费接站服务么？
1684	pickup	早上有送去西站呢？
1685	pickup	你们接昆明南站吗
1686	pickup	预订后能到成都东火车站接吗
1687	pickup	可不可以接人
1688	pickup	订了房间可以来接吗？怕找不到
1689	pickup	如果八点多在北京站下车，您会到车站来接我们吗
1690	pickup	后天晚上入住可以火车站接吗
1691	pickup	如果晚上11:00张家界火车站有没有接呀
1692	pickup	你这宾馆车接吗
1693	pickup	桂林丹桂大酒店有到高铁站接站服务吗?
1694	pickup	可免费接到酒店入住吗
1695	pickup	我们八点到动车站后有车接吗？
1696	pickup	下火车后有人接我们嘛
1697	pickup	去北站可以送站吗？
1698	pickup	下单后宾馆可以来火车站接客吗？
1699	pickup	可以派车到汕尾站接我们吗，我们共12人
1700	pickup	防城港北出来有车接送吗
1701	pickup	我们今天下午四点多到秦皇岛火车站，你们能否安排接站
1702	pickup	到北戴河车站后管接吗
1703	pickup	这个酒店能到停车场来接吗？
1704	pickup	酒店可以提供火车站接送不？
1705	pickup	我订的明天的房，可以去丽江火车站接吗
1706	pickup	在水一方酒店有高铁接送服务吗？
1707	pickup	想希尔顿提供往返上饶火车站的接送服务吗
1708	pickup	免费接送迪士尼的早晚时间是多少
1709	pickup	我打算定正定顺友宾馆，有车接送么
1710	pickup	定房有人接不
1711	pickup	可以到码头接吗？
1712	pickup	能否到机场接机
1713	pickup	有免费接送车吗？
1714	pickup	我26号晚上23：40浦东机场下飞机，酒店有接机服务吗
1715	pickup	我是凌晨4点要到机场是免费送机
1716	pickup	怎么知道该酒店有没有接机服务？
